anime_title,anime_original_title,anime_type,anime_release_year,anime_episode_count,anime_status,anime_studio,anime_synopsis,anime_poster_image_url,anime_banner_image_url,anime_rating_avg,anime_rating_count,anime_favorite_count,manga_title,manga_original_title,manga_author,manga_illustrator,manga_publisher,manga_status,manga_description,manga_cover_image_url,manga_banner_image_url,manga_rating_avg,manga_rating_count,manga_favorite_count,genres,studio_tag,anime_season_label,anime_episode_from,anime_episode_to,manga_volume_from,manga_volume_to,manga_chapter_from,manga_chapter_to,continue_volume,continue_chapter,mapping_text,mapping_description,source_note
The Case Study of Vanitas,ヴァニタスの手記,TVA,2021,12,COMPLETED,bones,"It’s 19th-century Paris, and young vampire Noé hunts for the Book of Vanitas. Attacked by a vampire driven insane, a human intercedes, rescues Noé, and heals the sick creature. Commanding the book and calling himself Vanitas, this doctor tempts Noé with a mad crusade to “cure” the entire vampire race. Allying with one who wields arcane power so easily may be dangerous, but does he have a choice?



(Source: Funimation)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx131646-cuyGfKcekZ62.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/131646-ewbYrSfyUyp6.jpg,3.9,,,Vanitas no Karte,As memórias de Vanitas,MOCHIZUKI Jun,MOCHIZUKI Jun,Square Enix,ONGOING,"From Yen Press:  
Rumors revolving around the Book of Vanitas, a clockwork grimoire of dubious reputation, draw Noé, a young vampire in search of a friend's salvation, to Paris. What awaits him in the City of Flowers, however, is not long hours treading the pavement or rifling through dusty bookshops in search of the tome. Instead, his quarry comes to him...in the arms of a man claiming to be a vampire doctor! Thrust into a conflict that threatens the peace between humans and vampires, will Noé cast in his lot with the curious and slightly unbalanced Vanitas and his quest to save vampirekind?

**Official Translations:**  
[English](https://global-api.manga-up.com/manga/107), [Ukrainian](https://nashaidea.com/product/memuary-vanitasa-1/)",https://cdn.mangaupdates.com/image/i448317.jpg,,4.0,,,Action;Adventure;Comedy;Drama;Fantasy;Historical;Mystery;Romance;Shounen;Supernatural,bones,,1,12,1,10,1,55,10,56,애니 시청 후 원작 10권 56화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (S1P1) / 종료: Vol 10, Chap 55.5 (S1P2)"
Frieren: Beyond Journey’s End,葬送のフリーレン,TVA,2023,28,COMPLETED,MADHOUSE,"The adventure is over but life goes on for an elf mage just beginning to learn what living is all about. Elf mage Frieren and her courageous fellow adventurers have defeated the Demon King and brought peace to the land. But Frieren will long outlive the rest of her former party. How will she come to understand what life means to the people around her? Decades after their victory, the funeral of one her friends confronts Frieren with her own near immortality. Frieren sets out to fulfill the last wishes of her comrades and finds herself beginning a new adventure…



(Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx154587-qQTzQnEJJ3oB.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/154587-ivXNJ23SM1xB.jpg,4.5,,,Sousou no Frieren,Frieren,YAMADA Kanehito,ABE Tsukasa,Shogakukan,ONGOING,"From Viz:  

Decades after their victory, the funeral of one of her friends confronts Frieren with her own near-immortality. Frieren sets out to fulfill the last wishes of her comrades and finds herself beginning a new adventure.

**Official Japanese**:  
[Comico](https://www.comico.jp/magazine_comic/233551), [Mechacomic](https://mechacomic.jp/books/137212), [Piccoma](https://piccoma.com/web/product/40768?etype=episode), [Shogakukan](https://shogakukan-comic.jp/book-series?cd=49549), [Shounen Sunday](https://www.sunday-webry.com/episode/3269754496548997914), [Websunday](https://websunday.net/frieren_alllist/)

[Official English](https://www.viz.com/manga-books/frieren-beyond-journeys-end/section/122935/more)

Note: Won the 14th Manga Taishō and the New Creator Prize at the 25th annual Tezuka Osamu Cultural Prize in 2021 and the 69th Shogakukan Manga Award in 2024. Nominated at the 46th and 48th Annual Kodansha Manga Awards in the Shounen category in 2022 and 2024 and the Harvey Award for Best Manga in 2024.",https://cdn.mangaupdates.com/image/i525134.jpg,,4.3,,,Adventure;Comedy;Drama;Fantasy;Shounen;Slice of Life;Supernatural,MADHOUSE,,1,28,1,7,1,60,7,61,애니 시청 후 원작 7권 61화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (S1) / Vol 7, Chap 61 (S2) / 종료: Vol 7, Chap 60 (S1) / Vol 9, Chap 80 (S2)"
NANA,NANA-ナナ-,TVA,2006,47,COMPLETED,MADHOUSE,"Two twenty-somethings seemingly share nothing in common apart from their first name, but a chance meeting on a train bound for Tokyo sets Nana Komatsu and Nana Oosaki on a collision course with destiny. Nana Komatsu, a love-at-first-sight dreamer, aims to find enduring happiness in the big city. Nana Oosaki, neo punk rock vocalist, pursues her burning ambitions of musical stardom and worldwide fame. As their fates increasingly intertwine, they each chase their dreams — until the harsh realities of life in big city Tokyo threaten to tear everything apart.



(Source: Sentai Filmworks)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx877-6BUYEWp8By8j.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/877-5yVMHXHApFzf.jpg,4.2,,,Nana,NANA―ナナ―,YAZAWA Ai,YAZAWA Ai,Shueisha,ONGOING,"Nana Komatsu is a naive, unmotivated girl who spends her high school days chasing one crush after the other. Despite continually facing failure in her quest for love, her spirits have never dampened. At the age of 20, she finds herself on a train to Tokyo with hopes of reuniting with her current boyfriend.

Nana Osaki, on the other hand, is feisty and prideful. After joining a local band during her high school days, she falls in love with music and one of the band members. However, when faced with the choice between her relationship and her musical career, she chooses the latter and separates from her boyfriend. On her 20th birthday, she boards the same train to Tokyo, like her namesake, where she aims to become a top vocalist.

The two girls with the same name but very different aspirations find themselves sitting together on their journey to the city, and, as fate would have it, eventually share the same apartment. A deep and unique bond is then forged, where they will support each other in this saga of love, music, friendship, and heartbreak.

Two oneshots introducing the main characters appeared in *Cookie*'s first two issues in late 1999 and early 2000 and the first tankoubon was released before the magazine serialization began, leading to confusion around the debut.

**Official Japanese:**  
[Manga Mee](https://manga-mee.jp/detail/50004), [Rimacomi+](https://rimacomiplus.jp/cookie/series/5c0218016964e?s=0), [Shounen Jump Plus](https://shonenjumpplus.com/volume/4856001361007341286), [Shueisha](https://www.shueisha.co.jp/books/search/search.html?seriesid=48207), [Zebrack Comic](https://zebrack-comic.shueisha.co.jp/title/121)

[Official English](https://www.viz.com/manga-books/nana/series/169/section/123017/more)

Note: Won the 48th Shogakukan Manga Award for Shoujo in 2003.",https://cdn.mangaupdates.com/image/i529164.jpg,,4.3,,,Comedy;Drama;Mature;Romance;Shoujo;Slice of Life;Tragedy;Music,MADHOUSE,,1,47,1,12,1,42,12,43,애니 시청 후 원작 12권 43화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 / 종료: Vol 12, Chap 42"
Cells at Work!,はたらく細胞,TVA,2018,13,COMPLETED,david production,"The average human body contains about 60 trillion cells, and each of them has work to do! But when you get injured, viruses or bacteria invade, or when an allergic reaction flares up, everyone from the silent but deadly white blood cells to the brainy neurons has to work together to get through the crisis!



(Source: Kodansha US)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx100977-nH1J2dR7GGAk.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/n100977-IztHpiaTckCh.jpg,3.7,,,Hataraku Saibou,Cells at Work!,SHIMIZU Akane,SHIMIZU Akane,Kodansha,COMPLETED,"From Kodansha:

Strep throat! Hay fever! Influenza! The world is a dangerous place for a red blood cell just trying to get her deliveries finished. Fortunately, she’s not alone. She’s got a whole human body’s worth of cells ready to help out! The mysterious white blood cell, the buff and brash killer T cell, the nerdy neuron, even the cute little platelets. Everyone’s got to come together if they want to keep you healthy!

**Original:** [Comic DAYS](https://comic-days.com/episode/10834108156632709097), [Pocket Shonen Magazine](https://pocket.shonenmagazine.com/title/00705/episode/245333), [Sirius KC](https://www.kodansha.co.jp/comic/products/0000045249), [Shounen Sirius](https://shonen-sirius.com/c/hatarakusaibou_okusuri/) | [Comico](https://www.comico.jp/magazine_comic/121716), [Mechacomic](https://mechacomic.jp/books/90456)


**Official English Translation:** [INKR](https://comics.inkr.com/title/1119-cells-at-work), [K Manga](https://kmanga.kodansha.com/title/10294/episode/339399), [Kodansha](https://kodansha.us/series/cells-at-work/), [Manga Planet](https://mangaplanet.com/comic/6170cc175932c), [Mangaplaza](https://mangaplaza.com/title/0303001575/?content_id=103030015750001), [Omoi](https://www.omoi.com/series/cells-at-work)",https://cdn.mangaupdates.com/image/i527971.jpg,,3.9,,,Action;Comedy;Fantasy;Shounen;Slice of Life;Sci-Fi,david production,,1,13,1,4,1,18,4,19,애니 시청 후 원작 4권 19화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (S1) / Vol 4, Chap 19 (S2) / 종료: Vol 4, Chap 18 (S1) / Vol 6, Chap 30 (S2)"
Hawk no Onayami Soudanshitsu Special,ホークのお悩み相談室 Special,OVA,2020,1,COMPLETED,,A special episode of Hawk no Onayami Soudanshitsu included in the second Blu-Ray of Nanatsu no Taizai: Kamigami no Gekirin,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx154197-yJZMgNynqQtW.jpg,,2.2,,,Nanatsu no Taizai,Los siete pecados capitales,SUZUKI Nakaba,SUZUKI Nakaba,Kodansha,COMPLETED,"From Kodansha:  
When they were accused of trying to overthrow the monarchy, the feared warriors, the Seven Deadly Sins, were sent into exile. Princess Elizabeth discovers the truth. The Sins were framed by the king’s guard, the Holy Knights. Too late to prevent them from assassinating her father and seizing the throne! Now the princess is on the run, seeking the Sins to help her reclaim the kingdom. But the first Sin she meets, Meliodas, is a little innkeeper with a talking pig. He doesn’t even have a real sword! Have the legends of the Sins’ strength been exaggerated? Prepare to get swept away by an epic fantasy story and a colorful cast of characters that will rewrite the history of manga as we know it!

Note: Nominated for the 7th annual Manga Taishou Award and for Best Youth Comic at the 42nd Angoulême International Comics Festival in 2014. Won the Kodansha Manga Award for Shounen in 2015 (tied with [Yowamushi Pedal](https://www.mangaupdates.com/series.html?id=43098364650)).

**Official Japanese:**   
[Comic Days](https://comic-days.com/episode/14079602755430244051), [Kodansha](https://www.kodansha.co.jp/comic/products/0000017583?utm_source=internal&utm_medium=reader#stores), [Pocket Shonen Magazine](https://pocket.shonenmagazine.com/title/00002/episode/481), [Piccoma](https://piccoma.com/web/product/3347?etype=episode)

**Official Translations:**  
English ([INKR](https://comics.inkr.com/title/390-the-seven-deadly-sins), [KManga](https://kmanga.kodansha.com/title/10131/episode/330317), [Kodansha](https://kodansha.us/series/the-seven-deadly-sins/), [Manga Planet](https://mangaplanet.com/comic/6476b52765618), [Manga Plaza](https://mangaplaza.com/title/0303002110/), [Omoi](https://www.omoi.com/series/the-seven-deadly-sins)), Korean ([Kakao Page](https://page.kakao.com/content/46897271), [Lezhin](https://www.lezhin.com/ko/comic/7deadlysins), [MrBlue](https://www.mrblue.com/comic/sevengt), [Naver Series](https://series.naver.com/comic/detail.series?productNo=1608901), [RIDI](https://ridibooks.com/books/505002880))",https://cdn.mangaupdates.com/image/i317176.jpg,,3.8,,,Action;Adventure;Comedy;Drama;Fantasy;Shounen;Supernatural,,,1,1,1,13,1,103,13,104,애니 시청 후 원작 13권 104화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (S1) / Vol 13, Chap 104 (S2) / Vol 25, Chap 198 (S3) / Vol 33, Chap 268 (S4) / 종료: Vol 13, Chap 103 (S1) / Vol 24, Chap 197 (S2) / Vol 32, Chap 267 (S3) / Vol 41, Chap 346 (S4)"
,,,,,,,,,,,,,Sennen no Hanayome,A Thousand Years Behind the Veil,TOOYAMA Ema,TOOYAMA Ema,Kodansha,ONGOING,"Chitose is the youngest daughter of the Totsuki clan, known for their vast lineage. Blessed with good looks and spiritual energy, she receives an unending string of marriage proposals. When her older sister, Kuon, lays a trap for her, Chitose is left cursed and transformed into an old woman. Although Chitose always loved children and hoped to become a mother someday, her dreams have been dashed, and she must spend her days suffering Kuon’s abuse, which she bravely endures… until a mysterious man named Kotaro appears before her and declares that he will grant her wish! Ema Toyama pens this romantic fantasy period piece.

*Source: K Manga*

Original manga: [Shounen Sirius](https://shonen-sirius.com/c/sennennohanayome.html) (directed from [ARTEMIS by sirius](https://artemis-comic.com/))
https://www.cmoa.jp/title/324404/",https://cdn.mangaupdates.com/image/i527034.jpg,,3.2,,,Drama;Fantasy;Historical;Romance;Shoujo;Supernatural,,,,,,,,,,,,,
Bungo Stray Dogs,文豪ストレイドッグス,TVA,2016,12,COMPLETED,bones,"Stalked by a beastly white tiger, Atsushi Nakajima has no idea that the menace lives inside him—a power that catches the attention of the Armed Detective Agency. Using inhuman abilities to combat crime, this team takes Atsushi under the wing of their most eccentric member, Dazai. Together, they tear through mafia-muddled mysteries while enemies keep an eye on the tiger’s lofty bounty.



(Source: Funimation)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21311-hAXyT8Yoh6G9.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/21311-oVJYXoU38Lm5.jpg,3.9,,,Stray Dogs,ストレイ・ドッグス,RYCANTHROPY (MIZUKI Gai),RYCANTHROPY (MIZUKI Gai),,COMPLETED,,https://cdn.mangaupdates.com/image/i434108.png,,3.1,,,Adult;Drama;Yaoi;Action;Comedy;Mystery;Supernatural,bones,,1,12,,,,,,,,,
,,,,,,,,,,,,,Dr. Stone Reboot: Byakuya,DR.STONE REBOOT : ภาคเบียคุยะ (Thai),Boichi,Boichi,Shueisha,COMPLETED,"The last astronaut of humanity, Byakuya Ishigami, witnessed the moment when the entire planet was petrified. He was able to return to Earth later with five other members of the International Space Station, but how was he able to return to Japan?",https://cdn.mangaupdates.com/image/i319921.jpg,,3.6,,,Action;Adventure;Comedy;Drama;Sci-fi;Shounen,,,,,,,,,,,,,
Seraph of the End: Vampire Reign,終わりのセラフ,TVA,2015,12,COMPLETED,WIT STUDIO,"The story takes place in a world where an unknown virus has killed the entire human population except for children under 13. Those children were then enslaved by vampires. The manga centers on Yuichiro Hyakuya, a human who dreams of becoming strong enough to kill all vampires.



(Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20829-pgsXVjrfyI5V.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/20829-1BRrVJAxlEKT.jpg,3.6,,,Owari no Seraph,Owari no Serafu,FURUYA Daisuke,YAMAMOTO Yamato,Shueisha,ONGOING,"From Viz:

Yuichiro’s dream is near-impossible, given that vampires are seven times stronger than humans, and the only way to kill them is by mastering Cursed Gear, advanced demon-possessed weaponry. Not to mention that humanity’s most elite Vampire Extermination Unit, the Moon Demon Company, wants nothing to do with Yuichiro unless he can prove he’s willing to work in a team - which is the last thing he wants.

[Read for FREE on Manga Plus](https://mangaplus.shueisha.co.jp/titles/100024)",https://cdn.mangaupdates.com/image/i527516.jpg,,3.8,,,Action;Adventure;Drama;Fantasy;Mystery;Shounen;Supernatural,WIT STUDIO,,1,12,1,7,1,25,7,26,애니 시청 후 원작 7권 26화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (S1) / Vol 7, Chap 26 (S2) / 종료: Vol 7, Chap 25 (S1) / Vol 11, Chap 41 (S2) Abridged"
My Love Story with Yamada-kun at Lv999,山田くんとLv999の恋をする,TVA,2023,13,COMPLETED,MADHOUSE,"Akane Kinoshita, a female college student, faces the absolute worst situation when she ends up breaking up with her boyfriend after he has an affair with a woman he met playing an online game. While relieving her stress by rampaging through the open hunting grounds of an online game, Akane spills everything about her heartbreak to “Yamada”, a player she met by chance who happens to be in the same guild. “I don't care,” is his curt reply. But when Akane gets a makeover and joins an offline event to get back at her ex-boyfriend, she hears those dreadful words again. And that was Akane's fateful encounter with “Yamada”─！



(Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx154965-vZbBRjtmLp7S.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/154965-9AwJG3nVokqG.jpg,3.9,,,Yamada-kun to Lv999 no Koi wo Suru,Kocham Yamadę na 999 poziomie!,Mashiro,Mashiro,ComicSmart,ONGOING,"From Mangamo:  
Recently dumped, Akane is just about to quit the game she used to play with her boyfriend, when she meets Yamada in the same RPG. Yamada, in real life, turns out to be somewhat of a legend. The only problem is, he is ONLY interested in the game. As Akane's feelings grow, will Yamada's focus stay on the game?

Note: Won the Tsutaya Comic Award in 2022.

[Official Japanese](https://ganma.jp/yamadalv999)",https://cdn.mangaupdates.com/image/i503213.jpg,,4.0,,,Comedy;Drama;Romance;Shoujo;Slice of Life,MADHOUSE,,1,13,1,5,1,41,5,42,애니 시청 후 원작 5권 42화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 / 종료: Vol 5, Chap 41"
,,,,,,,,,,,,,Trinity Seven - 7-Nin no Masho Tsukai,Trinity Seven,SAITOU Kenji,NAO Akinari,Fujimi Shobo,ONGOING,"From Yen Press:  
Arata Kasuga is living an ordinary life with his cousin Hijiri when a mysterious happening called a ""Breakdown Phenomenon"" makes her vanish before his very eyes. Determined to eradicate the Breakdown Phenomenon and get Hijiri back, Arata enrolls at Royal Biblia Academy. It's a tough road ahead but nothing's impossible when you've got seven beautiful girls, each a master of her own magical art, by your side.   
The romantic comedy and sometimes-serious wizard school story begins.",https://cdn.mangaupdates.com/image/i498666.jpg,,4.0,,,Action;Comedy;Ecchi;Fantasy;Harem;School Life;Shounen;Supernatural,,,,,,,,,,,,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 0 (S1) / Vol 7, Chap 30 (Movie 2) / 종료: Vol 7, Chap 29 (S1) / Vol 7, Chap 37 (Movie 2)"
Daily Lives of High School Boys,男子高校生の日常,TVA,2012,12,COMPLETED,Sunrise,"Tadakuni, Hidenori, and Yoshitake are students at the all-boys academy, Sanada North High School. This is a tale about just that—their daily lives as students. Winning the basketball tournament? Finding true love? You won't find any of that here. Whether it's sparking random arguments while hanging out with friends, meeting that one weird co-worker at a part-time job, or even letting imaginations run wild on a windy afternoon, we've all experienced the show's ordinary but true-to-life themes at one point or another. 


(Source: NIS America)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx11843-ui2jBcuQUqnl.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/11843-2GxMdvjHLn6v.jpg,4.0,,,Danshi Koukousei no Nichijou,Danshi Kokosei no Nichijo,YAMAUCHI Yasunobu,YAMAUCHI Yasunobu,Square Enix,COMPLETED,"From Vertical:  
High school boys, be fools. Follow the bizarre adventures of Tadakuni, Hidenori and Yoshitake at the all-boys, Sanada North High School. This is a high school slice-of-life comedy that will keep you laughing.",https://cdn.mangaupdates.com/image/i340086.jpg,,4.2,,,Comedy;School Life;Shounen;Slice of Life,Sunrise,,1,12,1,5,1,77,5,78,애니 시청 후 원작 5권 78화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 / 종료: Vol 5, Chap 77"
MUSHI-SHI,蟲師,TVA,2005,26,COMPLETED,Artland,"Neither good nor evil, they are life in its purest form. Vulgar and strange, they have inspired fear in humans since the dawn of time and have, over the ages, come to be known as ""mushi."" The stories of the Mushi and the people they affect are all linked together by a traveling Mushi-shi, or ""Mushi Master,"" who seeks rare Mushi sightings and uses his shaman-like knowledge of Mushi to help the affected people.



What are the Mushi and what do they want?



(Source: Funimation)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx457-l6cTtNgI9Bi6.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/n457-sWOJfqYC7s2I.jpg,4.2,,,Mushishi,Bug Master,URUSHIBARA Yuki,URUSHIBARA Yuki,Kodansha,COMPLETED,"*Source: Kodansha Manga, Vol. 1*     
Some live in the deep darkness behind your eyelids. Some eat silence. Some thoughtlessly kill. Some simply drive men mad. They are known as mushi—creatures that came into being shortly after life emerged from the primordial ooze. They still exist parallel to our own lives and can only be seen by a select few. As a mushishi, Ginko is one of the few who are aware of their existense, and this young man with a sardonic smile roams from place to place with the knowledge and skill to aid those unwittingly affected by mushi.

**Original:** [Afternoon KC](https://www.kodansha.co.jp/comic/products/0000030168), [DAYS](https://comic-days.com/episode/13932016480030539409), [Pocket Shonen Magazine](https://pocket.shonenmagazine.com/title/01905/episode/356103) | [Comico](https://www.comico.jp/magazine_comic/3098), [Mechacomic](https://mechacomic.jp/books/55696), [Piccoma](https://piccoma.com/web/product/146221?etype=episode), [Pixiv Comic](https://comic.pixiv.net/works/253)
 
**Official English Translation:** [INKR](https://comics.inkr.com/title/2244-mushishi-1-10), [Kodansha](https://kodansha.us/series/mushishi/), [K Manga](https://kmanga.kodansha.com/title/10240/episode/304117), [Manga Planet](https://mangaplanet.com/comic/6476b526d7c89), [Mangaplaza](https://mangaplaza.com/title/0303002019/), [Omoi](https://www.omoi.com/series/kei-x-yaku-bound-by-law)


##### **Note:** Won the Excellence Prize for Manga at the 7th Japan Media Arts Festival in 2003 and the Kodansha Manga Award for General Manga in 2006.",https://cdn.mangaupdates.com/image/i423905.png,,4.4,,,Adventure;Drama;Fantasy;Historical;Mystery;Seinen;Slice of Life;Supernatural;Psychological,Artland,,1,26,1,6,1,26,7,27,애니 시청 후 원작 7권 27화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (S1) / Vol 7, Chap 27 (S2+Movie+Special) / 종료: Vol 6, Chap 26 (S1) / Vol 10, Chap 50 (S2+Movie+Special)"
The Fragrant Flower Blooms With Dignity,薫る花は凛と咲く,TVA,2025,13,COMPLETED,CloverWorks,"Chidori High is a boys’ school that takes in the dregs of society with the lowest grades. Next door stands Kikyo Girls’ High, where the wealthy, high-class families send their precious daughters. Chidori second-year Rintarou, who has a fierce face but a gentle heart, is helping at his family’s patisserie when he meets a girl named Kaoruko. The two hit it off right away…but this blissful peace is quickly disturbed when Rintarou discovers that Kaoruko is actually a student at Kikyo. Worse, she doesn’t seem to realize what a huge problem this really is! Will these two be able to forge a path for themselves, and sidestep the traps (metaphorical and literal) laid by their classmates?



(Source: Kodansha USA)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx181444-Ut9DDUZdfHwg.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/181444-SBhwJNPxjHrr.jpg,4.2,,,Kaoru Hana wa Rin to Saku,Bloom (MIKAMI Saka) (French),MIKAMI Saka,MIKAMI Saka,Kodansha,ONGOING,"From Kodansha:  
Chidori High is a boys’ school that takes in the dregs of society with the lowest grades. Next door stands Kikyo Girls’ High, where the wealthy, high-class families send their precious daughters. Chidori second-year Rintaro, who has a fierce face but a gentle heart, is helping at his family’s patisserie when he meets a girl named Kaoruko. The two hit it off right away but this blissful peace is quickly disturbed when Rintaro discovers that Kaoruko is actually a student at Kikyo. Worse, she doesn’t seem to realize what a huge problem this really is! Will these two be able to forge a path for themselves and sidestep the traps (metaphorical and literal) laid by their classmates?

**Original Manga:** [Comic DAYS](https://comic-days.com/episode/14079602755421864479), [Kodansha Comics](https://www.kodansha.co.jp/comic/products/0000360687), [Pocket Shonen Magazine](https://pocket.shonenmagazine.com/title/01524/episode/329599) | [Cmoa](https://www.cmoa.jp/title/327606/), [Comico](https://www.comico.jp/magazine_comic/245784), [Lezhin](https://lezhin.jp/comic/t5_1916813), [Piccoma](https://piccoma.com/web/product/90793?etype=episode), [Pixiv Comic](https://comic.pixiv.net/store/products/1916813)

**Official English Translation:** [Coolmic](https://coolmic.me/titles/3953), [INKR](https://comics.inkr.com/title/4882-the-fragrant-flower-blooms-with-dignity), [K Manga](https://kmanga.kodansha.com/title/10023/episode/320130), [Kodansha](https://kodansha.us/series/the-fragrant-flower-blooms-with-dignity/), [Mangaplaza](https://mangaplaza.com/title/0303008897/), [Omoi](https://www.omoi.com/series/the-fragrant-flower-blooms-with-dignity), [Renta!](https://www.ebookrenta.com/renta/sc/frm/item/147708)

**Official Korean Translation:** [Kakao Page](https://page.kakao.com/content/62936672), [Mrblue](https://www.mrblue.com/comic/C000059832), [Lezhin](https://www.lezhin.com/ko/comic/fragrant_flowers), [Naver Series](https://series.naver.com/comic/detail.series?productNo=10319906)

##### Note: Nominated for the 47th and 48th Annual Kodansha Manga Awards in the Shounen Category in 2023 and 2024.",https://cdn.mangaupdates.com/image/i526938.jpg,,3.9,,,Comedy;Drama;Romance;School Life;Shounen;Slice of Life,CloverWorks,,1,13,1,6,1,40,6,41,애니 시청 후 원작 6권 41화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 / 종료: Vol 6, Chap 40 (Skips Chap 32, Partly skips Chap 23-24, 27)"
Haven't You Heard? I'm Sakamoto,坂本ですが?,TVA,2016,12,COMPLETED,Studio DEEN,"First year high school student Sakamoto isn't just cool, he's the coolest! Almost immediately after starting school, he began attracting everyone's attention. The girls love him, and most of the boys resent him. There's even a boy in the class who works as a model, but who is constantly upstaged by Sakamoto! No matter what tricks the other boys try to play on him, Sakamoto always manages to foil them with ease and grace. Though Sakamoto may seem cool and aloof, he helps others when asked, such as in the case of the boy in his class who was being constantly bullied. No matter what difficulties Sakamoto encounters, he moves through his high school life with confidence and class!



(Source: MangaHelpers)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21595-vQ658r2Roe1g.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/21595-q5qX7BfnCanQ.jpg,3.6,,,Sakamoto Desu ga?,Haven't You Heard? I'm Sakamoto,SANO Nami,SANO Nami,Enterbrain,COMPLETED,"From Seven Seas:  
First-year high school student Sakamoto isn’t just cool, he’s the coolest! Almost immediately after starting school, he began attracting everyone’s attention. The girls love him, and most of the boys resent him. There’s even a boy in the class who works as a model, but who is constantly upstaged by Sakamoto.  
No matter what tricks the other boys try to play on him, Sakamoto always manages to foil them with ease and grace. Though Sakamoto may seem cool and aloof, he helps others when asked, such as in the case of the boy in his class who was constantly bullied. No matter what difficulties Sakamoto encounters, he moves through his high school life with confidence and class.

Includes the one-shot *Katahaba Hiroshi* in the first volume.

Note: Nominated for the 7th annual Manga Taishou Award.",https://cdn.mangaupdates.com/image/i249967.png,,4.1,,,Comedy;School Life;Seinen;Slice of Life,Studio DEEN,,1,12,1,4,1,26,4,27,애니 시청 후 원작 4권 27화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 / 종료: Vol 4, Chap 26"
